id,category,breed_name,origin,temperament,coat_care,ideal_weight_guide,key_strengths,potential_health_risks
cat-016,Cats,Oriental Shorthair,United Kingdom၊ Siamese မွေးမြူရေးလိုင်းများမှ ကျယ်ပြန့်သော အရောင်အသွေးနှင့် ပုံစံများဖြင့် တီထွင်ခဲ့သည်။,မြင့်မားသောအသံ၊ လူမှုဆက်ဆံရေး၊ ဉာဏ်ရည်ထက်မြက်ပြီး အပြန်အလှန်ဆက်သွယ်ရန် တောင်းဆိုသည်။,တိုတောင်းသော၊ ပျော့ပျောင်းသောအင်္ကျီ၊ အပတ်စဉ်နိန်ပါ။,လိင်နှစ်မျိုးလုံးအတွက် 2.5-5 ကီလိုဂရမ် (6-11 ပေါင်)။,မြင့်မားသောဉာဏ်ရည်နှင့် လေ့ကျင့်နိုင်စွမ်း၊ ခိုင်မာသော လူသားနှောင်ကြိုး၊ ပြုစုပျိုးထောင်မှု လိုအပ်ချက်များ နည်းပါးသည်။,တိုးတက်မှုရှိသော မျက်စိမှုန်ခြင်း၊ amyloidosis၊ သွားဘက်ဆိုင်ရာရောဂါ၊ အသက်ရှူလမ်းကြောင်းဆိုင်ရာ ထိခိုက်လွယ်ခြင်း။
cat-017,Cats,American Shorthair,ကိုလိုနီနယ်ချဲ့သမားများ ယူဆောင်လာသော အစောပိုင်းဥရောပ အိမ်မွေးကြောင်များမှ ဆင်းသက်လာသော အမေရိကန်ပြည်ထောင်စု။,ပေါ့ပေါ့ပါးပါး၊ လိုက်လျောညီထွေဖြစ်အောင်၊ ကောင်းသောမိသားစုကြောင်။,"အတို, သိပ်သည်းအင်္ကျီ; အပတ်စဉ်ဖြီးသည်၊ ရာသီပေါ်ချိန်တွင် ပို၍",လိင်နှစ်မျိုးလုံးအတွက် 3.2-6.8 ကီလိုဂရမ် (7-15 ပေါင်)။,ခိုင်မာသောဖွဲ့စည်းပုံအခြေခံဥပဒေ၊ ထိန်းသိမ်းမှုနည်းသော၊ လိုက်လျောညီထွေရှိပြီး စိတ်နေစိတ်ထားပင်။,Hypertrophic cardiomyopathy၊ အဝလွန်ခြင်း၊ polycystic ကျောက်ကပ်ရောဂါ (ပါရှန်လူမျိုးများထက်အဖြစ်နည်း)။
cat-018,Cats,Manx,သူ့အလိုလို မျိုးရိုးဗီဇပြောင်းလဲခြင်းမှ အမြီးကင်းကင်းဖြင့် လူသိများသော သဘာဝမျိုးရိုးဖြစ်သော Isle of Man။,အပျော်သဘော၊ သစ္စာရှိပြီး ခွေးနှင့်တူသော၊ မကြာခဏ အိမ်ထောင်တစ်ခုနှင့် ခိုင်မြဲသောနှောင်ကြိုးကို ဖွဲ့ထားသည်။,အင်္ကျီအတို သို့မဟုတ် အရှည် အမျိုးအစားများ; ဆံပင်ရှည်အမျိုးအစားအတွက် အပတ်စဉ်ဖြီးပေးခြင်း။,လိင်နှစ်မျိုးလုံးအတွက် 3.6-5.5 ကီလိုဂရမ် (8-12 ပေါင်)။,ခိုင်မာသော အမဲလိုက်ဗီဇ၊ သစ္စာရှိအဖော်၊ ထူးခြားသော အမြီးမပါသော သို့မဟုတ် အမြီးပြတ်သောအသွင်အပြင်။,Manx Syndrome (ကျောရိုး/ကျောရိုးမူမမှန်ခြင်း)၊ အဆစ်အမြစ်ရောင်ခြင်း၊ ဝမ်းချုပ်ခြင်းနှင့် အူလမ်းကြောင်းဆိုင်ရာ ပြဿနာများ။
cat-019,Cats,Birman,မြန်မာ/ပြင်သစ်၊ မြင့်မြတ်သော ဗိမာန်တော်ကြောင်များ၏ ဒဏ္ဍာရီများနှင့် ဆက်စပ်ပြီး ပြင်သစ်တွင် စံပြုထားသည်။,နူးညံ့သိမ်မွေ့ပြီး ချစ်ခင်ကြင်နာတတ်သူ၊ အလွန်အကျွံမတောင်းဆိုဘဲ ပေါင်းသင်းဆက်ဆံတတ်သူ။,ဖျာနည်းဖြင့် ချောမွေ့သော အင်္ကျီတစ်ပိုင်းရှည်၊ တစ်ပတ်ကို ၂ ကြိမ်ဖြီးပါ။,လိင်နှစ်မျိုးလုံးအတွက် 3.2-5.4 ကီလိုဂရမ် (7-12 ပေါင်)။,ဖျာတစ်ပိုင်းရှည်အင်္ကျီ၊ နူးညံ့သိမ်မွေ့သည့် စိတ်နေစိတ်ထား၊ ကလေးများနှင့် အခြားအိမ်မွေးတိရစ္ဆာန်များနှင့် အဆင်ပြေသည်။,Hypertrophic cardiomyopathy၊ မွေးရာပါ hypotrichosis (ရှားရှားပါးပါး)၊ ကျောက်ကပ်ဆိုင်ရာ ပြဿနာများ။
cat-020,Cats,Tonkinese,ကနေဒါနိုင်ငံသည် Siamese နှင့် ဗမာမျိုးစိတ်များကို ဖြတ်ကျော်ပြီး တီထွင်ထုတ်လုပ်ခဲ့သည်။,အပျော်အပါး၊ လူမှုရေး၊ အသံဖြင့်၊ Siamese ၏စွမ်းအင်ကို မြန်မာတို့နှင့် ရောနှောထားသည်။,အတို၊ အနီးကပ် လဲလျောင်းနေသော အင်္ကျီ၊ အပတ်စဉ်နိန်ပါ။,လိင်နှစ်မျိုးလုံးအတွက် 2.5-5.4 ကီလိုဂရမ် (6-12 ပေါင်)။,အပြန်အလှန်အကျိုးပြုသောကိုယ်ရည်ကိုယ်သွေး၊ ခိုင်မာသောလူသားချင်းဆက်နွယ်မှု၊ အလယ်အလတ်ထိန်းသိမ်းမှုနည်းသောအင်္ကျီ။,တိုးတက်သောမျက်စိမှုန်ခြင်း၊ သွားဘက်ဆိုင်ရာရောဂါ၊ အသက်ရှူလမ်းကြောင်းဆိုင်ရာထိခိုက်လွယ်ခြင်း၊ amyloidosis (ရှားပါး)။
cat-021,Cats,Egyptian Mau,ရှေးခေတ်အီဂျစ်နှင့် စပ်လျဉ်းသည့် ပုံရိပ်များဖြင့် ရှေးအကျဆုံး သဘာဝအတိုင်း ကြောင်မျိုးစိတ်များထဲမှ တစ်ခုဖြစ်သော အီဂျစ်၊,အားကစား၊ နိုးကြားပြီး သစ္စာရှိသူများသည် သူစိမ်းများနှင့် သီးသန့်ထားလေ့ရှိသော်လည်း မိသားစုကို ချစ်ခင်ကြသည်။,တိုတို၊ သိပ်သည်းပြီး သဘာဝအတိုင်း အစက်အပြောက်ရှိသော အင်္ကျီ၊ အပတ်စဉ်နိန်ပါ။,လိင်နှစ်မျိုးလုံးအတွက် 2.5-5 ကီလိုဂရမ် (5.5-11 ပေါင်)။,ထူးခြားသော အမြန်နှုန်းနှင့် သွက်လက်မှု (အမြန်ဆုံး အိမ်မွေးကြောင်များ)၊ သဘာဝအတိုင်း ဖြစ်ပေါ်နေသည့် အစက်အပြောက်အင်္ကျီများ၊ ရင်းနှီးသူများနှင့် ခိုင်မာသော ဆက်ဆံရေး။,Hypertrophic cardiomyopathy၊ patellar luxation၊ မေ့ဆေးအတွက် အာရုံခံနိုင်စွမ်း။
bird-009,Birds,Sun Conure,တောင်အမေရိက အရှေ့မြောက်ပိုင်း (ဗင်နီဇွဲလား၊ ဘရာဇီး၊ ဂိုင်ယာနာ)။,အပျော်သဘော၊ ချစ်ဖို့ကောင်းပြီး အသံကျယ်တယ်။ သိသာထင်ရှားသော လူမှုဆက်ဆံရေး လိုအပ်သည်။,အမွေးများ ဂရုစိုက်ခြင်း- ကွက်ကွက်ကွင်းကွင်း အမွေးအမှင်များ ကျန်းမာနေစေရန် နေ့စဉ် မြူခိုး/ရေချိုးခြင်း ၊ အမွေးကောက်ခြင်းကို စောင့်ကြည့်ပါ။,100-120 ဂရမ် (3.5-4.2 အောင်စ)။,တက်ကြွသောအရောင်အဆင်း၊ ခိုင်မာသောလူမှုဆက်ဆံရေး၊ အပျော်အပါးနှင့် ကာယဗလအပြုအမူ။,ဖိစီးမှု သို့မဟုတ် ပျင်းရိခြင်းမှ အမွေးကောက်ခြင်း၊ psittacosis၊ နှုတ်သီး malocclusion၊ ဗီတာမင် A ချို့တဲ့ခြင်း။
bird-010,Birds,Eclectus Parrot,နယူးဂီနီ၊ ဆော်လမွန်ကျွန်းများနှင့် သြစတြေးလျ အရှေ့မြောက်ပိုင်း။,ငြိမ်သက်ခြင်း၊ နူးညံ့သိမ်မွေ့ပြီး ကြက်တူရွေးများထက် အကိုက်ခံရနိုင်ခြေနည်းသည်။ အမျိုးသမီးတွေက အမျိုးသားတွေထက် ပိုသတ္တိရှိနိုင်ပါတယ်။,အမွေးစောင့်ရှောက်မှု- မကြာခဏ မှိန်/ရေချိုးခြင်း၊ စိုထိုင်းဆ မြင့်မားခြင်း ဦးစားပေး။ အမွေးများ ထိခိုက်စေသော အပြုအမူကို စောင့်ကြည့်ပါ။,380-550 ဂရမ် (13-19 အောင်စ)။,အရောင်အသွေး၊ တည်ငြိမ်သော အမူအရာ၊ ပြင်းထန်သော နှုတ်ဖြင့် အတုခိုးနိုင်စွမ်းကို ထင်ရှားစေပါသည်။,ခြေချောင်းပုတ်ခြင်း/တောင်ပံလှန်ခြင်း လက္ခဏာစု၊ အမွေးကောက်ခြင်း၊ အစားအသောက်မညီမျှခြင်းကို အာရုံမခံနိုင်ခြင်း၊ အဆီများသောအစားအစာများမှ အဝလွန်ခြင်း။
bird-011,Birds,Quaker Parrot (Monk Parakeet),အပူပိုင်းနှင့် အပူပိုင်းဒေသ တောင်အမေရိက (အာဂျင်တီးနား၊ ဘရာဇီး၊ ဥရုဂွေး)။,ဉာဏ်ရည်ထက်မြက်မှု၊ လူမှုရေး၊ ၎င်း၏လှောင်အိမ်/အသိုက်ဧရိယာအပေါ် ပိုင်နက်ဖြစ်နိုင်သည်။,အမွေးများကို ဂရုစိုက်ခြင်း- ပုံမှန် မှိန်ဖျော့ခြင်း/ရေချိုးခြင်း၊ စံပြုခြင်း ပံ့ပိုးမှု။,100-140 ဂရမ် (3.5-5 အောင်စ) ။,ခိုင်မာသော စကားပြောစွမ်းရည်၊ ဉာဏ်ရည်မြင့်မားမှု၊ ထင်ရှားသော လူမှုရေး/အသိုက်အဝန်းတည်ဆောက်မှု အပြုအမူ၊ ခိုင်မာသော ဖွဲ့စည်းပုံအခြေခံဥပဒေ။,အသည်းအဆီဖုံးရောဂါ၊ အမွေးကောက်ခြင်း၊ စိတ်ဖိစီးမှုမှ မိမိကိုယ်ကို ဖြတ်တောက်ခြင်း၊ အသက်ရှူလမ်းကြောင်း ပိုးဝင်ခြင်း။
bird-012,Birds,Indian Ringneck Parakeet,တောင်အာရှ နှင့် ဆာဟာရ အာဖရိကတိုက်ခွဲများ တွင် ကျယ်ကျယ်ပြန့်ပြန့် ဖြန့်ကျက်ထားသော ဇာတိ အမျိုးအစားဖြစ်သည်။,ဉာဏ်ရည်ထက်မြက်ပြီး ကျယ်ပြောသော ဝေါဟာရကို ပြောနိုင်စွမ်းရှိသော်လည်း ဆယ်ကျော်သက်အရွယ်တွင် နို့သီးခေါင်းဖြစ်နိုင်သည်။,အမွေးများ ဂရုစိုက်ခြင်း- အမွေးအမှင်များ တောက်ပြောင်နေစေရန် နေ့စဉ် မှိန်ဖျော့ခြင်း သို့မဟုတ် ပုံမှန်ရေချိုးပေးခြင်း။,100-150 ဂရမ် (3.5-5.3 အောင်စ) ။,အလွန်ကောင်းမွန်သော စကားပြောစွမ်းရည်၊ ကွက်ကွက်ကွင်းကွင်း အရောင်အသွေး၊ သက်တမ်းရှည် (25-30 နှစ်)။,Psittacine နှုတ်သီးနှင့် အမွေးရောဂါ၊ အဝလွန်ခြင်း၊ ငှက်မွေးနှုတ်ခြင်း၊ အသက်ရှူလမ်းကြောင်း ပိုးဝင်ခြင်း။
bird-013,Birds,Zebra Finch,သြစတြေးလျအလယ်ပိုင်းနှင့် အင်ဒိုနီးရှား၏ အစိတ်အပိုင်းများ။,လူမှုရေးနှင့် တက်ကြွသော၊ အကောင်းဆုံး၊ အတွဲများ သို့မဟုတ် သေးငယ်သော သိုးစုများတွင် ထားရှိခြင်းသည် အကောင်းဆုံး။ ပုံမှန်အားဖြင့် လက်ယဉ်သည်မဟုတ်။,ငှက်မွေးစောင့်ရှောက်မှု- အပတ်စဉ် အကြိမ်ပေါင်းများစွာ ရေတိမ်ရေချိုးခြင်း၊ တိုက်ရိုက်ကိုင်တွယ်မှုအနည်းဆုံးလိုအပ်သည်။,10-15 ဂရမ် (0.35-0.5 အောင်စ) ။,နေရာလွတ်လိုအပ်ချက်၊ ဆူညံသံအနည်းဆုံး၊ မွေးမြူရလွယ်ကူပြီး သိုးစုအပြုအမူ၊ ကုန်ကျစရိတ်သက်သာသော စောင့်ရှောက်မှု။,လေအိတ်မွှားများ၊ အမာရွတ်ခြေထောက်ပိုးများ၊ အမျိုးသမီးများတွင် မျိုးဥတွယ်ခြင်း၊ အစေ့အဆန်များသော အစားအစာများမှ အဝလွန်ခြင်း။
bird-014,Birds,Domestic Pigeon,မြေထဲပင်လယ်နှင့် အရှေ့အလယ်ပိုင်းဒေသတစ်လျှောက် လွန်ခဲ့သည့် နှစ်ထောင်ပေါင်းများစွာက မွေးမြူထားသော တောရိုင်းချိုးငှက်မှ ဆင်းသက်လာခြင်းဖြစ်သည်။,အေးအေးဆေးဆေး၊ ခံ့ညားပြီး အိမ်နှင့်ရှိုးပွဲအတွက် ရည်ရွယ်၍ အလွန်လေ့ကျင့်နိုင်သည်။,ငှက်မွေးစောင့်ရှောက်မှု- ရေတိမ်ရေချိုးခန်းသို့ ပုံမှန်ဝင်ရောက်ခြင်း၊ preening သည် အများအားဖြင့် ကိုယ်တိုင် စီမံခန့်ခွဲသည်။,300-500 ဂရမ် (10.5-17.6 အောင်စ)။,ခိုင်ခံ့သောအိမ်ရှိဗီဇ၊ မာကျောပြီး ထိန်းသိမ်းမှုနည်းသော၊ လေ့ကျင့်နိုင်မှု၏ နှစ်ရှည်လများသမိုင်း။,Canker (trichomoniasis)၊ paramyxovirus၊ ပြင်ပကပ်ပါးကောင်များ (ခြ/မ)၊ အသက်ရှူလမ်းကြောင်းဆိုင်ရာ ရောဂါပိုးများ။
bird-015,Birds,Pacific Parrotlet,အနောက်အီကွေဒေါနှင့် ပီရူး။,သေးငယ်သောအရွယ်အစားရှိသော်လည်း ရဲရင့်ပြီး ရဲရင့်ခြင်း၊ နယ်မြေပိုင်နက်ဖြစ်နိုင်သော်လည်း ပိုင်ရှင်များနှင့် ခိုင်ခိုင်မာမာ ချည်နှောင်ထားသည်။,အမွေးများကို ဂရုစိုက်ခြင်း- နေ့စဥ် မှိန်ဖျော့ဖျော့၊ ရေချိုးပန်းကန် တိမ်ဝင်ခြင်း,28-34 ဂရမ် (1-1.2 အောင်စ) ။,သေးငယ်သော နေထိုင်စရာနေရာများအတွက် ကျစ်လစ်သောအရွယ်အစား၊ ကြက်တူရွေးကြီးများ၏ ကိုယ်ရည်ကိုယ်သွေး၊ တစ်ဦးချင်းချိတ်ဆက်မှု ခိုင်မာသည်။,အမွေးကောက်ခြင်း၊ အဝလွန်ခြင်း၊ အမျိုးသမီးများတွင် မျိုးဥတွယ်ခြင်း၊ အသက်ရှူလမ်းကြောင်း ပိုးဝင်ခြင်း။
bird-016,Birds,Black-headed Caique,ဘရာဇီး၊ ပီရူး၊ ကိုလံဘီယာနှင့် အီကွေဒေါတို့၏ အမေဇုန်မြစ်ဝှမ်း။,အလွန်အမင်း အပျော်သဘော၊ စွမ်းအင်မြင့်မားပြီး လူရွှင်တော်၊ ရုပ်ပိုင်းဆိုင်ရာနှင့် စိတ်ပိုင်းဆိုင်ရာ လှုံ့ဆော်မှု လုံလောက်စွာ လိုအပ်သည်။,အမွေးစောင့်ရှောက်မှု- လှုပ်ရှားမှုအဆင့်နှင့် အရေပြားကျန်းမာရေးကို ပံ့ပိုးရန် မကြာခဏ မြူခိုး/ရေချိုးခြင်း။,150-170 ဂရမ် (5.3-6 အောင်စ) ။,အလွန်ပျော်စရာကောင်းသော ကာယဗလအမူအရာ၊ ခိုင်ခံ့သောနှောင်ကြိုး၊ ထူးခြားသော ဆော့ကစားတတ်သော ကိုယ်ရည်ကိုယ်သွေး။,မလုံလောက်သောလှုံ့ဆော်မှု၊ အဝလွန်ခြင်း၊ proventricular dilatation ရောဂါမှအမွေးကောက်ခြင်း။
bird-017,Birds,Hyacinth Macaw,တောင်အမေရိကအလယ်ပိုင်းနှင့် အရှေ့ပိုင်း၊ အဓိကအားဖြင့် ဘရာဇီး။,ကြီးမားသောအရွယ်အစားရှိသော်လည်း နူးညံ့သိမ်မွေ့ပြီး ချစ်ခင်ကြင်နာတတ်သူ၊ မက်ကော်များကြားတွင် 'နူးညံ့သိမ်မွေ့သော ဧရာမ' အဖြစ် ဖော်ပြသည်။,အမွေးပြုစုခြင်း- နေ့စဥ် မှိန်ဖျော့ခြင်း/ရေချိုးခြင်း ၊ ဝါးစားနိုင်သော ကြွယ်ဝမှုမှတစ်ဆင့် ခိုင်မာသော နှုတ်သီးအအေးပေးစက် လိုအပ်ပါသည်။,1200-1700 ဂရမ် (42-60 အောင်စ)။,အကြီးဆုံး ပျံသန်းသော ကြက်တူရွေးမျိုးစိတ်၊ ၎င်း၏ အရွယ်အစားအတွက် နူးညံ့သိမ်မွေ့သော စိတ်ထား၊ ခိုင်မာသော လူသားတို့၏ ချည်နှောင်မှု၊ ထင်ရှားသော ကိုဘော့ အမွေးအတောင်များ။,Proventricular dilatation ရောဂါ၊ ဗီတာမင်/သတ္တုဓာတ် ချို့တဲ့မှုများ (အထူးသဖြင့် ကယ်လ်စီယမ်)၊ အဝလွန်ခြင်း၊ နှုတ်သီး malocclusion။
bird-018,Birds,Green-cheeked Conure,ဘိုလီးဗီးယား၊ ပါရာဂွေးနှင့် အာဂျင်တီးနားတို့ အပါအဝင် တောင်အမေရိက။,ချစ်ခင်ကြင်နာတတ်သော၊ အပျော်သဘောရှိပြီး ယေဘုယျအားဖြင့် အခြားမျိုးစိတ်များထက် ဆိတ်ငြိမ်သည်။,အမွေးစောင့်ရှောက်မှု- နေ့စဥ်အလင်းရောင် မှိန်ဖျော့ခြင်း၊ ရေတိမ်ပိုင်းဝင်ရောက်ခြင်း။,60-80 ဂရမ် (2.1-2.8 အောင်စ) ။,အခြားကြက်တူရွေးများနှင့် နှိုင်းယှဉ်ပါက ပိုမိုတိတ်ဆိတ်သော အသံထွက်ခြင်း၊ ကျစ်လစ်သောအရွယ်အစား၊ တစ်ဦးချင်းချိတ်ဆက်မှု အားကောင်းခြင်း။,အမွေးကောက်ခြင်း၊ psittacosis၊ နှုတ်သီး malocclusion၊ အစေ့အဆန်များသော အစားအစာများမှ အဝလွန်ခြင်း။
rabbit-007,Rabbits,Mini Rex,အမေရိကန်ပြည်ထောင်စု၊ 1980 ခုနှစ်များတွင် စံ Rex ယုန်များမှ သေးငယ်သောအရွယ်အစားအတွက် တီထွင်ခဲ့သည်။,အေးအေးဆေးဆေး၊ ဖော်ရွေပြီး ကိုင်တွယ်ရလွယ်ကူသည်။ အိမ်မွေးတိရိစ္ဆာန်အဖြစ် လူကြိုက်များပြီး ရှိုးပွဲမျိုးဖြစ်သည်။,အတို၊ သိပ်သည်း၊ ကတ္တီပါနှင့်တူသော အင်္ကျီ၊ ညင်သာစွာ အပတ်စဉ် ဖြီးပေးပါ။,1.4-2 ကီလိုဂရမ် (3-4.5 ပေါင်)။,ကျစ်လစ်သိပ်သည်းစွာ ပေါင်းစပ်ထားသော အဖော်၊ တည်ငြိမ်သော စိတ်ထား၊ အိမ်တွင်းအိမ်ရာအတွက် စီမံခန့်ခွဲနိုင်သော အရွယ်အစား။,လည်ချောင်းနာခြင်း၊ သွားဖုံးပိတ်ခြင်း၊ အစာအိမ်နှင့် အူလမ်းကြောင်း တည်ငြိမ်ခြင်း၊ နားကက်များ။
rabbit-008,Rabbits,Dutch Rabbit,နယ်သာလန် (ဒတ်ခ်ျသွင်းကုန်များမှ အင်္ဂလန်တွင် တီထွင်ပြီး စံချိန်စံညွှန်းသတ်မှတ်ထားသည့် အမည်ရှိသော်လည်း)။,ဖော်ရွေပြီး၊ တည်ငြိမ်ပြီး စိတ်အတိုဆုံး ယုန်မျိုးစိတ်များထဲမှ တစ်ခုဖြစ်သည်။,တိုတောင်းသော အင်္ကျီ၊ တစ်ပတ်လျှင် နှစ်ကြိမ်၊ တစ်ပတ်လျှင် နှစ်ကြိမ် လျှော်ဖွပ်ခြင်း။,1.6-2.5 ကီလိုဂရမ် (3.5-5.5 ပေါင်)။,ထူးခြားသောကြိုးတပ်အင်္ကျီပုံစံ၊ ကလေးများအတွက် နူးညံ့သိမ်မွေ့သော စိတ်နေသဘောထား၊ အလယ်အလတ်အရွယ်အစား။,အစာမကြေသော အမျိုးသမီးများတွင် သွားဖုံးရောဂါ၊ အစာအိမ်နှင့် အူလမ်းကြောင်း ရပ်တန့်ခြင်း၊ အဝလွန်ခြင်း၊ သားအိမ်ကင်ဆာ။
rabbit-009,Rabbits,Californian Rabbit,အမေရိက (ကယ်လီဖိုးနီးယား)၊ အသားနှင့်သားမွေးထုတ်လုပ်ရန်အတွက် 1920 ခုနှစ်များတွင် တီထွင်ခဲ့သည်။,သိမ်မွေ့ပြီး အေးဆေးတည်ငြိမ်ပြီး ယေဘုယျအားဖြင့် ကိုင်တွယ်ရလွယ်ကူသည်။,"အတို, သိပ်သည်းအင်္ကျီ; အပတ်စဉ်နိန်ပါ။",3.6-4.75 ကီလိုဂရမ် (8-10.5 ပေါင်)။,စိတ်အေးလက်အေး ကိုင်တွယ်မှု သည်းခံနိုင်မှု၊ ခိုင်ခံ့သော တည်ဆောက်မှု၊ အဖော်နှင့် ပြသမှု ရည်ရွယ်ချက်များအတွက် ကောင်းမွန်သည်။,ခြေဖဝါးနာခြင်း၊ အဝလွန်ခြင်း၊ သွားဖုံးပိတ်ခြင်း၊ အစာအိမ်နှင့် အူလမ်းကြောင်း တည်ငြိမ်ခြင်း။
rabbit-010,Rabbits,American Rabbit,20 ရာစုအစောပိုင်းတွင် တီထွင်ခဲ့သော United States သည် သမိုင်းကြောင်းအရ သားမွေးနှင့် အသားအတွက် မွေးမြူခဲ့သည်။,နူးညံ့သိမ်မွေ့ပြီး အေးဆေးတည်ငြိမ်ပြီး လိုက်လျောညီထွေ နေတတ်သူမျိုးဖြစ်သည်။,"အတို, သိပ်သည်းအင်္ကျီ; အပတ်စဉ်နိန်ပါ။",4-4.5 ကီလိုဂရမ် (9-10 ပေါင်)။,သိမ်မွေ့သောစိတ်ထား၊ မာကျောသော ဖွဲ့စည်းပုံ၊ ထူးခြားသော အပြာရောင် သို့မဟုတ် အဖြူရောင် ကုတ်အင်္ကျီ။,လည်ချောင်းနာခြင်း၊ အစာအိမ် အူလမ်းကြောင်းပိတ်ခြင်း၊ သွားဖုံးပိတ်ခြင်း၊ အဝလွန်ခြင်း။
rabbit-011,Rabbits,Himalayan Rabbit,မသေချာသော၊ ဖြစ်နိုင်ခြေရှိသော အာရှ၊ အသက်အကြီးဆုံး အသိအမှတ်ပြုထားသော ယုန်မျိုးစိတ်များထဲမှ တစ်ခုဖြစ်သည်။,နူးညံ့သိမ်မွေ့ခြင်း၊ တိတ်ဆိတ်ခြင်းနှင့် သိမ်မွေ့ခြင်း၊ အတည်ငြိမ်ဆုံး မျိုးစိတ်များထဲမှ တစ်ခုဟု ယူဆလေ့ရှိသည်။,အတို၊ အင်္ကျီကောင်း; အပတ်စဉ်နိန်ပါ။,1.1-2 ကီလိုဂရမ် (2.5-4.5 ပေါင်)။,အလွန်ယဉ်ပါးပြီး ကိုင်တွယ်ရလွယ်ကူသော၊ ထူးခြားသော အရောင်အမှတ်အသားများ၊ စီမံနိုင်သော အရွယ်အစား သေးငယ်သည်။,သွားဖုံးကွယ်ခြင်း၊ အစာအိမ် အူလမ်းကြောင်း တည်ငြိမ်ခြင်း၊ အနာပေါက်ခြင်း၊ အပူဒဏ်မခံနိုင်ခြင်း။
rabbit-012,Rabbits,Harlequin Rabbit,၁၉ ရာစုနှောင်းပိုင်းတွင် ပြင်သစ်နိုင်ငံသည် ထူးခြားသော brindle/patchwork coat အရောင်ခြယ်ခြင်းအတွက် လူသိများသည်။,အေးဆေးတည်ငြိမ်တဲ့ မျိုးစိတ်တချို့နဲ့ ယှဉ်ရင် တက်ကြွတယ်၊ စူးစမ်းချင်စိတ်နဲ့ ထွက်သွားတယ်။,"အတို, သိပ်သည်းအင်္ကျီ; အပတ်စဉ်နိန်ပါ။",3-4 ကီလိုဂရမ် (6.5-9 ပေါင်) ။,ထူးထူးခြားခြား အရောင်စုံပုံစံ၊ တက်ကြွပြီး ဆွဲဆောင်မှုရှိသော ကိုယ်ရည်ကိုယ်သွေး၊ အလယ်အလတ်အရွယ်အစား။,အစာအိမ်နှင့် အူလမ်းကြောင်း တည်ငြိမ်ခြင်း၊ သွားဖုံးပိတ်ခြင်း၊ ကိုက်ခဲခြင်း၊ အဝလွန်ခြင်း။
rabbit-013,Rabbits,Silver Fox Rabbit,အမေရိကန်ပြည်ထောင်စု (အိုဟိုင်းယိုး) သည် 20 ရာစုအစောပိုင်းတွင် တီထွင်ခဲ့ပြီး သမိုင်းကြောင်းအရ သားမွေးများအတွက် မွေးမြူခဲ့သည်။,ယဉ်ကျေးသိမ်မွေ့ပြီး အေးဆေးတည်ငြိမ်ပြီး ယုန်မျိုးစိတ်များစွာကို နှစ်သက်စွာ ကျင်းပရခြင်းအတွက် လူသိများသည်။,ငွေရောင်အာနိသင်ရှိသော ထူထပ်သောအင်္ကျီ၊ အပတ်စဉ်ဖြီးပါ၊ molt ကာလအတွင်းပိုမို။,4.5-5.5 ကီလိုဂရမ် (10-12 ပေါင်)။,ပုံမှန်မဟုတ်သော ဖြောင့်စင်းသော သားမွေးပုံစံ၊ တည်တည်ငြိမ်ငြိမ် ကိုင်တွယ်နိုင်သော စိတ်နေစိတ်ထား၊ ပေါင်းသင်းဆက်ဆံရေးအတွက် ကောင်းမွန်သောအရွယ်အစား။,ခြေထောက်နာခြင်း၊ အစာအိမ်နှင့် အူလမ်းကြောင်း တည်ငြိမ်ခြင်း၊ သွားနှင့်ခံတွင်း ယိုယွင်းခြင်း၊ ဘောင်ပိုကြီးခြင်းကြောင့် အဝလွန်ခြင်း။
rabbit-014,Rabbits,Britannia Petite,အင်္ဂလန်နိုင်ငံသည် အင်္ဂလိပ် ငွေရောင်ယုန်မှ တီထွင်ထုတ်လုပ်ထားသော အသေးငယ်ဆုံး အိမ်မွေးယုန်မျိုးစိတ်များထဲမှ တစ်ခုဖြစ်သည်။,တက်ကြွမှု၊ နိုးကြားမှု၊ 'မဖွယ်မရာ' တက်ကြွသော စိတ်ထားရှိခြင်းဟု ဖော်ပြသည်။,အတို၊ အင်္ကျီကောင်း; အပတ်စဉ်နိန်ပါ။,0.9-1.1 ကီလိုဂရမ် (2-2.5 ပေါင်)။,အလွန်သေးငယ်သော အရွယ်အစား၊ ကျွေးမွေးစရိတ်နည်းပါးသော၊ တက်ကြွတက်ကြွသော ကိုယ်ရည်ကိုယ်သွေး။,သေးငယ်သော အရွယ်အစားကြောင့် သွားဖုံးရောဂါ၊ အစာအိမ်နှင့် အူလမ်းကြောင်း တည်ငြိမ်ခြင်း၊ နှလုံးပြဿနာများ၊
