id,category,breed_name,origin,temperament,coat_care,ideal_weight_guide,key_strengths,potential_health_risks
other-015,Others,Corn Snake,"Southeastern United States, native to fields, woodlands, and abandoned structures.","Docile, curious, and generally easy to handle, making it a popular beginner snake.",Skin care: moderate humidity for clean shedding; provide a humid hide during shed cycles.,450-900 g (1-2 lb) for adults.,"Easygoing temperament, manageable size, hardy constitution, wide range of color morphs.","Respiratory infections, retained shed (especially eye caps and tail tip), mites, mouth rot (infectious stomatitis)."
other-016,Others,Veiled Chameleon,"Yemen and Saudi Arabia, native to mountainous, humid regions of the Arabian Peninsula.",Solitary and territorial; dislikes handling and does best as a 'look but don't touch' pet.,"Skin care: requires high humidity, misting/dripper systems, and strong UVB lighting to support healthy shedding.",100-200 g (3.5-7 oz) for adults.,"Striking color-changing display, low interaction/handling requirement, visually engaging enclosure animal.","Metabolic bone disease, respiratory infections, dehydration, egg binding in females."
other-017,Others,Axolotl,"Lake Xochimilco, Mexico, a neotenic salamander that remains aquatic throughout life.","Solitary, sedentary, and low-interaction; best observed rather than handled.","Skin/gill care: requires clean, cool, well-filtered water and gentle handling to avoid damaging its sensitive external gills and mucus layer.",60-110 g (2-4 oz) for adults.,"Unique regenerative abilities, low-noise aquatic care, visually distinctive external gills, long lifespan (10-15 years).","Bacterial and fungal skin infections, ammonia poisoning from poor water quality, impaction from substrate ingestion."
other-018,Others,Betta Fish (Siamese Fighting Fish),"Thailand, Cambodia, and Vietnam, native to shallow rice paddies and slow-moving waters.","Solitary and territorial, especially males, which cannot be housed together.","Fin/scale care: requires clean, stable, warm water conditions and gentle handling to protect flowing fins from damage or fin rot.",2-3 g (0.07-0.1 oz) for adults.,"Vivid coloration and finnage, low space requirement, hardy in stable water conditions.","Fin rot, ich (parasitic infection), swim bladder disorder, dropsy (bacterial infection)."
other-019,Others,Goldfish,"China, domesticated over 1,000 years ago from wild Prussian carp.",Social and active among their own kind; benefit from being kept in groups.,"Scale/slime coat care: requires clean, well-filtered, adequately sized water to protect the fish's protective slime coat.","Varies widely by variety, typically 100-500 g (3.5-17.6 oz) for adults in adequate space.","Long lifespan (10-20+ years with proper care), hardy in cooler water, wide variety of ornamental forms.","Swim bladder disorder, ich, fin rot, ammonia/nitrite poisoning from undersized tanks."
other-020,Others,Hermit Crab,"Coastal tropical regions, including the Caribbean and Indo-Pacific.","Social among their own kind, generally docile, and mostly nocturnal.",Exoskeleton care: requires humidity control for molting and access to appropriately sized replacement shells.,Varies by species and shell size; typically a few grams to under 100 g depending on maturity.,"Low daily interaction requirement, long lifespan when well cared for (can exceed 10-20 years), engaging shell-changing behavior.","Molting complications from low humidity, shell-related stress, bacterial infections, dehydration."
other-021,Others,Chilean Rose Tarantula,"Chile and Argentina, native to arid scrubland and desert regions.","Docile and slow-moving for a tarantula, though can be defensive if startled.",Exoskeleton/hair care: minimal direct care; provide appropriate humidity and substrate to support molting.,15-30 g (0.5-1 oz) for adults.,"Low daily maintenance, long lifespan for females (15-20+ years), calm temperament relative to other tarantula species.","Dehydration, mold/mite issues in overly humid enclosures, molting complications, stress-induced hair kicking (defensive behavior)."
dog-027,Dogs,Akita,"Japan, developed as a companion and/or hunting breed with regional working traditions.","Alert, loyal, and intelligent, with a strong work ethic. Benefits from early socialization and consistent positive training.","Short coat; weekly brushing is usually sufficient, with more frequent grooming during shedding periods.","Small: about 3-10 kg (7-22 lb), depending on sex and build.","Trainability, adaptability, and suitability for active households; often excels in obedience, sport, or practical work.","Hip and elbow dysplasia, obesity, dental disease, and breed-associated eye or cardiac conditions may occur."
dog-028,Dogs,Alaskan Malamute,"United States, developed for companionship, sport, or practical working roles.","Friendly and adaptable, often affectionate with family. Usually thrives with regular exercise, training, and social interaction.",Medium double coat; brush 2-3 times weekly and increase grooming during seasonal shedding.,"Small-to-medium: about 7-15 kg (15-33 lb), depending on sex and build.","Strong companionship qualities, loyalty, and versatility across family, sporting, or working roles.","Breed-associated orthopedic problems, allergies, ear disease, and obesity can be concerns; routine veterinary screening is important."
dog-029,Dogs,American Staffordshire Terrier,"United Kingdom, developed through traditional hunting, herding, or companion-dog breeding.","Confident and energetic, with a natural instinct for work or activity. Needs mental stimulation and structured daily exercise.","Long or feathered coat; frequent brushing, often several times per week, helps prevent mats and tangles.","Medium: about 15-25 kg (33-55 lb), depending on sex and build.","Endurance, intelligence, and eagerness to engage with people; often responds well to structured activities.","Heart disease, eye disorders, joint problems, and gastric dilatation-volvulus may be relevant depending on breed and size."
dog-030,Dogs,Australian Cattle Dog,"Germany and Central Europe, developed for working, guarding, or sporting purposes.","Gentle and people-oriented, often forming close bonds with caregivers. Can be sensitive and responds well to reward-based training.",Wire or textured coat; regular brushing and periodic professional grooming or hand-stripping may be needed.,"Medium-to-large: about 20-35 kg (44-77 lb), depending on sex and build.","Distinctive working instincts and strong human bond, with potential for therapy, sport, or specialized roles.","Skin disease, orthopedic issues, and hereditary eye conditions can occur; responsible breeding and regular veterinary care help reduce risk."
dog-031,Dogs,Basenji,"France and Western Europe, developed through regional hunting, farm, or companion-dog traditions.","Independent yet devoted, with a distinctive personality. Early socialization and clear boundaries help support good behavior.",Curly or wool-like coat; routine brushing and scheduled trimming help maintain coat condition.,"Large: about 30-50 kg (66-110 lb), depending on sex and build.","Compact or adaptable size with a lively personality, making it suitable for many home environments when exercise needs are met.","Patellar luxation, dental disease, obesity, and age-related joint problems may occur depending on size and conformation."
dog-032,Dogs,Basset Hound,"Scandinavia, developed for cold climates, hunting, herding, or farm work.","Alert, loyal, and intelligent, with a strong work ethic. Benefits from early socialization and consistent positive training.","Short coat; weekly brushing is usually sufficient, with more frequent grooming during shedding periods.","Giant: often 45-70+ kg (99-154+ lb), depending on sex and individual build.","Trainability, adaptability, and suitability for active households; often excels in obedience, sport, or practical work.","Hip and elbow dysplasia, obesity, dental disease, and breed-associated eye or cardiac conditions may occur."
dog-033,Dogs,Belgian Malinois,"Spain and Southern Europe, developed for hunting, guarding, or companionship.","Friendly and adaptable, often affectionate with family. Usually thrives with regular exercise, training, and social interaction.",Medium double coat; brush 2-3 times weekly and increase grooming during seasonal shedding.,"Small: about 3-10 kg (7-22 lb), depending on sex and build.","Strong companionship qualities, loyalty, and versatility across family, sporting, or working roles.","Breed-associated orthopedic problems, allergies, ear disease, and obesity can be concerns; routine veterinary screening is important."
dog-034,Dogs,Belgian Tervuren,"Central Asia and Eastern Europe, developed for livestock guarding, hunting, or endurance work.","Confident and energetic, with a natural instinct for work or activity. Needs mental stimulation and structured daily exercise.","Long or feathered coat; frequent brushing, often several times per week, helps prevent mats and tangles.","Small-to-medium: about 7-15 kg (15-33 lb), depending on sex and build.","Endurance, intelligence, and eagerness to engage with people; often responds well to structured activities.","Heart disease, eye disorders, joint problems, and gastric dilatation-volvulus may be relevant depending on breed and size."
dog-035,Dogs,Bloodhound,"Japan, developed as a companion and/or hunting breed with regional working traditions.","Gentle and people-oriented, often forming close bonds with caregivers. Can be sensitive and responds well to reward-based training.",Wire or textured coat; regular brushing and periodic professional grooming or hand-stripping may be needed.,"Medium: about 15-25 kg (33-55 lb), depending on sex and build.","Distinctive working instincts and strong human bond, with potential for therapy, sport, or specialized roles.","Skin disease, orthopedic issues, and hereditary eye conditions can occur; responsible breeding and regular veterinary care help reduce risk."
dog-036,Dogs,Borzoi,"United States, developed for companionship, sport, or practical working roles.","Independent yet devoted, with a distinctive personality. Early socialization and clear boundaries help support good behavior.",Curly or wool-like coat; routine brushing and scheduled trimming help maintain coat condition.,"Medium-to-large: about 20-35 kg (44-77 lb), depending on sex and build.","Compact or adaptable size with a lively personality, making it suitable for many home environments when exercise needs are met.","Patellar luxation, dental disease, obesity, and age-related joint problems may occur depending on size and conformation."
dog-037,Dogs,Boston Terrier,"United Kingdom, developed through traditional hunting, herding, or companion-dog breeding.","Alert, loyal, and intelligent, with a strong work ethic. Benefits from early socialization and consistent positive training.","Short coat; weekly brushing is usually sufficient, with more frequent grooming during shedding periods.","Large: about 30-50 kg (66-110 lb), depending on sex and build.","Trainability, adaptability, and suitability for active households; often excels in obedience, sport, or practical work.","Hip and elbow dysplasia, obesity, dental disease, and breed-associated eye or cardiac conditions may occur."
dog-038,Dogs,Briard,"Germany and Central Europe, developed for working, guarding, or sporting purposes.","Friendly and adaptable, often affectionate with family. Usually thrives with regular exercise, training, and social interaction.",Medium double coat; brush 2-3 times weekly and increase grooming during seasonal shedding.,"Giant: often 45-70+ kg (99-154+ lb), depending on sex and individual build.","Strong companionship qualities, loyalty, and versatility across family, sporting, or working roles.","Breed-associated orthopedic problems, allergies, ear disease, and obesity can be concerns; routine veterinary screening is important."
dog-039,Dogs,Brussels Griffon,"France and Western Europe, developed through regional hunting, farm, or companion-dog traditions.","Confident and energetic, with a natural instinct for work or activity. Needs mental stimulation and structured daily exercise.","Long or feathered coat; frequent brushing, often several times per week, helps prevent mats and tangles.","Small: about 3-10 kg (7-22 lb), depending on sex and build.","Endurance, intelligence, and eagerness to engage with people; often responds well to structured activities.","Heart disease, eye disorders, joint problems, and gastric dilatation-volvulus may be relevant depending on breed and size."
dog-040,Dogs,Bullmastiff,"Scandinavia, developed for cold climates, hunting, herding, or farm work.","Gentle and people-oriented, often forming close bonds with caregivers. Can be sensitive and responds well to reward-based training.",Wire or textured coat; regular brushing and periodic professional grooming or hand-stripping may be needed.,"Small-to-medium: about 7-15 kg (15-33 lb), depending on sex and build.","Distinctive working instincts and strong human bond, with potential for therapy, sport, or specialized roles.","Skin disease, orthopedic issues, and hereditary eye conditions can occur; responsible breeding and regular veterinary care help reduce risk."
dog-041,Dogs,Cane Corso,"Spain and Southern Europe, developed for hunting, guarding, or companionship.","Independent yet devoted, with a distinctive personality. Early socialization and clear boundaries help support good behavior.",Curly or wool-like coat; routine brushing and scheduled trimming help maintain coat condition.,"Medium: about 15-25 kg (33-55 lb), depending on sex and build.","Compact or adaptable size with a lively personality, making it suitable for many home environments when exercise needs are met.","Patellar luxation, dental disease, obesity, and age-related joint problems may occur depending on size and conformation."
dog-042,Dogs,Chinese Crested,"Central Asia and Eastern Europe, developed for livestock guarding, hunting, or endurance work.","Alert, loyal, and intelligent, with a strong work ethic. Benefits from early socialization and consistent positive training.","Short coat; weekly brushing is usually sufficient, with more frequent grooming during shedding periods.","Medium-to-large: about 20-35 kg (44-77 lb), depending on sex and build.","Trainability, adaptability, and suitability for active households; often excels in obedience, sport, or practical work.","Hip and elbow dysplasia, obesity, dental disease, and breed-associated eye or cardiac conditions may occur."
dog-043,Dogs,Chow Chow,"Japan, developed as a companion and/or hunting breed with regional working traditions.","Friendly and adaptable, often affectionate with family. Usually thrives with regular exercise, training, and social interaction.",Medium double coat; brush 2-3 times weekly and increase grooming during seasonal shedding.,"Large: about 30-50 kg (66-110 lb), depending on sex and build.","Strong companionship qualities, loyalty, and versatility across family, sporting, or working roles.","Breed-associated orthopedic problems, allergies, ear disease, and obesity can be concerns; routine veterinary screening is important."
dog-044,Dogs,Collie,"United States, developed for companionship, sport, or practical working roles.","Confident and energetic, with a natural instinct for work or activity. Needs mental stimulation and structured daily exercise.","Long or feathered coat; frequent brushing, often several times per week, helps prevent mats and tangles.","Giant: often 45-70+ kg (99-154+ lb), depending on sex and individual build.","Endurance, intelligence, and eagerness to engage with people; often responds well to structured activities.","Heart disease, eye disorders, joint problems, and gastric dilatation-volvulus may be relevant depending on breed and size."
dog-045,Dogs,Coton de Tulear,"United Kingdom, developed through traditional hunting, herding, or companion-dog breeding.","Gentle and people-oriented, often forming close bonds with caregivers. Can be sensitive and responds well to reward-based training.",Wire or textured coat; regular brushing and periodic professional grooming or hand-stripping may be needed.,"Small: about 3-10 kg (7-22 lb), depending on sex and build.","Distinctive working instincts and strong human bond, with potential for therapy, sport, or specialized roles.","Skin disease, orthopedic issues, and hereditary eye conditions can occur; responsible breeding and regular veterinary care help reduce risk."
dog-046,Dogs,Curly-Coated Retriever,"Germany and Central Europe, developed for working, guarding, or sporting purposes.","Independent yet devoted, with a distinctive personality. Early socialization and clear boundaries help support good behavior.",Curly or wool-like coat; routine brushing and scheduled trimming help maintain coat condition.,"Small-to-medium: about 7-15 kg (15-33 lb), depending on sex and build.","Compact or adaptable size with a lively personality, making it suitable for many home environments when exercise needs are met.","Patellar luxation, dental disease, obesity, and age-related joint problems may occur depending on size and conformation."
dog-047,Dogs,English Springer Spaniel,"France and Western Europe, developed through regional hunting, farm, or companion-dog traditions.","Alert, loyal, and intelligent, with a strong work ethic. Benefits from early socialization and consistent positive training.","Short coat; weekly brushing is usually sufficient, with more frequent grooming during shedding periods.","Medium: about 15-25 kg (33-55 lb), depending on sex and build.","Trainability, adaptability, and suitability for active households; often excels in obedience, sport, or practical work.","Hip and elbow dysplasia, obesity, dental disease, and breed-associated eye or cardiac conditions may occur."
dog-048,Dogs,Finnish Lapphund,"Scandinavia, developed for cold climates, hunting, herding, or farm work.","Friendly and adaptable, often affectionate with family. Usually thrives with regular exercise, training, and social interaction.",Medium double coat; brush 2-3 times weekly and increase grooming during seasonal shedding.,"Medium-to-large: about 20-35 kg (44-77 lb), depending on sex and build.","Strong companionship qualities, loyalty, and versatility across family, sporting, or working roles.","Breed-associated orthopedic problems, allergies, ear disease, and obesity can be concerns; routine veterinary screening is important."
dog-049,Dogs,Fox Terrier,"Spain and Southern Europe, developed for hunting, guarding, or companionship.","Confident and energetic, with a natural instinct for work or activity. Needs mental stimulation and structured daily exercise.","Long or feathered coat; frequent brushing, often several times per week, helps prevent mats and tangles.","Large: about 30-50 kg (66-110 lb), depending on sex and build.","Endurance, intelligence, and eagerness to engage with people; often responds well to structured activities.","Heart disease, eye disorders, joint problems, and gastric dilatation-volvulus may be relevant depending on breed and size."
dog-050,Dogs,Giant Schnauzer,"Central Asia and Eastern Europe, developed for livestock guarding, hunting, or endurance work.","Gentle and people-oriented, often forming close bonds with caregivers. Can be sensitive and responds well to reward-based training.",Wire or textured coat; regular brushing and periodic professional grooming or hand-stripping may be needed.,"Giant: often 45-70+ kg (99-154+ lb), depending on sex and individual build.","Distinctive working instincts and strong human bond, with potential for therapy, sport, or specialized roles.","Skin disease, orthopedic issues, and hereditary eye conditions can occur; responsible breeding and regular veterinary care help reduce risk."
dog-051,Dogs,Greyhound,"Japan, developed as a companion and/or hunting breed with regional working traditions.","Independent yet devoted, with a distinctive personality. Early socialization and clear boundaries help support good behavior.",Curly or wool-like coat; routine brushing and scheduled trimming help maintain coat condition.,"Small: about 3-10 kg (7-22 lb), depending on sex and build.","Compact or adaptable size with a lively personality, making it suitable for many home environments when exercise needs are met.","Patellar luxation, dental disease, obesity, and age-related joint problems may occur depending on size and conformation."
dog-052,Dogs,Havanese,"United States, developed for companionship, sport, or practical working roles.","Alert, loyal, and intelligent, with a strong work ethic. Benefits from early socialization and consistent positive training.","Short coat; weekly brushing is usually sufficient, with more frequent grooming during shedding periods.","Small-to-medium: about 7-15 kg (15-33 lb), depending on sex and build.","Trainability, adaptability, and suitability for active households; often excels in obedience, sport, or practical work.","Hip and elbow dysplasia, obesity, dental disease, and breed-associated eye or cardiac conditions may occur."
dog-053,Dogs,Irish Setter,"United Kingdom, developed through traditional hunting, herding, or companion-dog breeding.","Friendly and adaptable, often affectionate with family. Usually thrives with regular exercise, training, and social interaction.",Medium double coat; brush 2-3 times weekly and increase grooming during seasonal shedding.,"Medium: about 15-25 kg (33-55 lb), depending on sex and build.","Strong companionship qualities, loyalty, and versatility across family, sporting, or working roles.","Breed-associated orthopedic problems, allergies, ear disease, and obesity can be concerns; routine veterinary screening is important."
dog-054,Dogs,Irish Wolfhound,"Germany and Central Europe, developed for working, guarding, or sporting purposes.","Confident and energetic, with a natural instinct for work or activity. Needs mental stimulation and structured daily exercise.","Long or feathered coat; frequent brushing, often several times per week, helps prevent mats and tangles.","Medium-to-large: about 20-35 kg (44-77 lb), depending on sex and build.","Endurance, intelligence, and eagerness to engage with people; often responds well to structured activities.","Heart disease, eye disorders, joint problems, and gastric dilatation-volvulus may be relevant depending on breed and size."
dog-055,Dogs,Italian Greyhound,"France and Western Europe, developed through regional hunting, farm, or companion-dog traditions.","Gentle and people-oriented, often forming close bonds with caregivers. Can be sensitive and responds well to reward-based training.",Wire or textured coat; regular brushing and periodic professional grooming or hand-stripping may be needed.,"Large: about 30-50 kg (66-110 lb), depending on sex and build.","Distinctive working instincts and strong human bond, with potential for therapy, sport, or specialized roles.","Skin disease, orthopedic issues, and hereditary eye conditions can occur; responsible breeding and regular veterinary care help reduce risk."
dog-056,Dogs,Jack Russell Terrier,"Scandinavia, developed for cold climates, hunting, herding, or farm work.","Independent yet devoted, with a distinctive personality. Early socialization and clear boundaries help support good behavior.",Curly or wool-like coat; routine brushing and scheduled trimming help maintain coat condition.,"Giant: often 45-70+ kg (99-154+ lb), depending on sex and individual build.","Compact or adaptable size with a lively personality, making it suitable for many home environments when exercise needs are met.","Patellar luxation, dental disease, obesity, and age-related joint problems may occur depending on size and conformation."
dog-057,Dogs,Japanese Chin,"Spain and Southern Europe, developed for hunting, guarding, or companionship.","Alert, loyal, and intelligent, with a strong work ethic. Benefits from early socialization and consistent positive training.","Short coat; weekly brushing is usually sufficient, with more frequent grooming during shedding periods.","Small: about 3-10 kg (7-22 lb), depending on sex and build.","Trainability, adaptability, and suitability for active households; often excels in obedience, sport, or practical work.","Hip and elbow dysplasia, obesity, dental disease, and breed-associated eye or cardiac conditions may occur."
dog-058,Dogs,Keeshond,"Central Asia and Eastern Europe, developed for livestock guarding, hunting, or endurance work.","Friendly and adaptable, often affectionate with family. Usually thrives with regular exercise, training, and social interaction.",Medium double coat; brush 2-3 times weekly and increase grooming during seasonal shedding.,"Small-to-medium: about 7-15 kg (15-33 lb), depending on sex and build.","Strong companionship qualities, loyalty, and versatility across family, sporting, or working roles.","Breed-associated orthopedic problems, allergies, ear disease, and obesity can be concerns; routine veterinary screening is important."
dog-059,Dogs,Kerry Blue Terrier,"Japan, developed as a companion and/or hunting breed with regional working traditions.","Confident and energetic, with a natural instinct for work or activity. Needs mental stimulation and structured daily exercise.","Long or feathered coat; frequent brushing, often several times per week, helps prevent mats and tangles.","Medium: about 15-25 kg (33-55 lb), depending on sex and build.","Endurance, intelligence, and eagerness to engage with people; often responds well to structured activities.","Heart disease, eye disorders, joint problems, and gastric dilatation-volvulus may be relevant depending on breed and size."
dog-060,Dogs,Lagotto Romagnolo,"United States, developed for companionship, sport, or practical working roles.","Gentle and people-oriented, often forming close bonds with caregivers. Can be sensitive and responds well to reward-based training.",Wire or textured coat; regular brushing and periodic professional grooming or hand-stripping may be needed.,"Medium-to-large: about 20-35 kg (44-77 lb), depending on sex and build.","Distinctive working instincts and strong human bond, with potential for therapy, sport, or specialized roles.","Skin disease, orthopedic issues, and hereditary eye conditions can occur; responsible breeding and regular veterinary care help reduce risk."
dog-061,Dogs,Leonberger,"United Kingdom, developed through traditional hunting, herding, or companion-dog breeding.","Independent yet devoted, with a distinctive personality. Early socialization and clear boundaries help support good behavior.",Curly or wool-like coat; routine brushing and scheduled trimming help maintain coat condition.,"Large: about 30-50 kg (66-110 lb), depending on sex and build.","Compact or adaptable size with a lively personality, making it suitable for many home environments when exercise needs are met.","Patellar luxation, dental disease, obesity, and age-related joint problems may occur depending on size and conformation."
dog-062,Dogs,Lhasa Apso,"Germany and Central Europe, developed for working, guarding, or sporting purposes.","Alert, loyal, and intelligent, with a strong work ethic. Benefits from early socialization and consistent positive training.","Short coat; weekly brushing is usually sufficient, with more frequent grooming during shedding periods.","Giant: often 45-70+ kg (99-154+ lb), depending on sex and individual build.","Trainability, adaptability, and suitability for active households; often excels in obedience, sport, or practical work.","Hip and elbow dysplasia, obesity, dental disease, and breed-associated eye or cardiac conditions may occur."
dog-063,Dogs,Maltese,"France and Western Europe, developed through regional hunting, farm, or companion-dog traditions.","Friendly and adaptable, often affectionate with family. Usually thrives with regular exercise, training, and social interaction.",Medium double coat; brush 2-3 times weekly and increase grooming during seasonal shedding.,"Small: about 3-10 kg (7-22 lb), depending on sex and build.","Strong companionship qualities, loyalty, and versatility across family, sporting, or working roles.","Breed-associated orthopedic problems, allergies, ear disease, and obesity can be concerns; routine veterinary screening is important."
dog-064,Dogs,Miniature Schnauzer,"Scandinavia, developed for cold climates, hunting, herding, or farm work.","Confident and energetic, with a natural instinct for work or activity. Needs mental stimulation and structured daily exercise.","Long or feathered coat; frequent brushing, often several times per week, helps prevent mats and tangles.","Small-to-medium: about 7-15 kg (15-33 lb), depending on sex and build.","Endurance, intelligence, and eagerness to engage with people; often responds well to structured activities.","Heart disease, eye disorders, joint problems, and gastric dilatation-volvulus may be relevant depending on breed and size."
dog-065,Dogs,Papillon,"Spain and Southern Europe, developed for hunting, guarding, or companionship.","Gentle and people-oriented, often forming close bonds with caregivers. Can be sensitive and responds well to reward-based training.",Wire or textured coat; regular brushing and periodic professional grooming or hand-stripping may be needed.,"Medium: about 15-25 kg (33-55 lb), depending on sex and build.","Distinctive working instincts and strong human bond, with potential for therapy, sport, or specialized roles.","Skin disease, orthopedic issues, and hereditary eye conditions can occur; responsible breeding and regular veterinary care help reduce risk."
dog-066,Dogs,Rhodesian Ridgeback,"Central Asia and Eastern Europe, developed for livestock guarding, hunting, or endurance work.","Independent yet devoted, with a distinctive personality. Early socialization and clear boundaries help support good behavior.",Curly or wool-like coat; routine brushing and scheduled trimming help maintain coat condition.,"Medium-to-large: about 20-35 kg (44-77 lb), depending on sex and build.","Compact or adaptable size with a lively personality, making it suitable for many home environments when exercise needs are met.","Patellar luxation, dental disease, obesity, and age-related joint problems may occur depending on size and conformation."
dog-067,Dogs,Saluki,"Japan, developed as a companion and/or hunting breed with regional working traditions.","Alert, loyal, and intelligent, with a strong work ethic. Benefits from early socialization and consistent positive training.","Short coat; weekly brushing is usually sufficient, with more frequent grooming during shedding periods.","Large: about 30-50 kg (66-110 lb), depending on sex and build.","Trainability, adaptability, and suitability for active households; often excels in obedience, sport, or practical work.","Hip and elbow dysplasia, obesity, dental disease, and breed-associated eye or cardiac conditions may occur."
dog-068,Dogs,Samoyed,"United States, developed for companionship, sport, or practical working roles.","Friendly and adaptable, often affectionate with family. Usually thrives with regular exercise, training, and social interaction.",Medium double coat; brush 2-3 times weekly and increase grooming during seasonal shedding.,"Giant: often 45-70+ kg (99-154+ lb), depending on sex and individual build.","Strong companionship qualities, loyalty, and versatility across family, sporting, or working roles.","Breed-associated orthopedic problems, allergies, ear disease, and obesity can be concerns; routine veterinary screening is important."
dog-069,Dogs,Schipperke,"United Kingdom, developed through traditional hunting, herding, or companion-dog breeding.","Confident and energetic, with a natural instinct for work or activity. Needs mental stimulation and structured daily exercise.","Long or feathered coat; frequent brushing, often several times per week, helps prevent mats and tangles.","Small: about 3-10 kg (7-22 lb), depending on sex and build.","Endurance, intelligence, and eagerness to engage with people; often responds well to structured activities.","Heart disease, eye disorders, joint problems, and gastric dilatation-volvulus may be relevant depending on breed and size."
dog-070,Dogs,Scottish Terrier,"Germany and Central Europe, developed for working, guarding, or sporting purposes.","Gentle and people-oriented, often forming close bonds with caregivers. Can be sensitive and responds well to reward-based training.",Wire or textured coat; regular brushing and periodic professional grooming or hand-stripping may be needed.,"Small-to-medium: about 7-15 kg (15-33 lb), depending on sex and build.","Distinctive working instincts and strong human bond, with potential for therapy, sport, or specialized roles.","Skin disease, orthopedic issues, and hereditary eye conditions can occur; responsible breeding and regular veterinary care help reduce risk."
dog-071,Dogs,Staffordshire Bull Terrier,"France and Western Europe, developed through regional hunting, farm, or companion-dog traditions.","Independent yet devoted, with a distinctive personality. Early socialization and clear boundaries help support good behavior.",Curly or wool-like coat; routine brushing and scheduled trimming help maintain coat condition.,"Medium: about 15-25 kg (33-55 lb), depending on sex and build.","Compact or adaptable size with a lively personality, making it suitable for many home environments when exercise needs are met.","Patellar luxation, dental disease, obesity, and age-related joint problems may occur depending on size and conformation."
dog-072,Dogs,Tibetan Mastiff,"Scandinavia, developed for cold climates, hunting, herding, or farm work.","Alert, loyal, and intelligent, with a strong work ethic. Benefits from early socialization and consistent positive training.","Short coat; weekly brushing is usually sufficient, with more frequent grooming during shedding periods.","Medium-to-large: about 20-35 kg (44-77 lb), depending on sex and build.","Trainability, adaptability, and suitability for active households; often excels in obedience, sport, or practical work.","Hip and elbow dysplasia, obesity, dental disease, and breed-associated eye or cardiac conditions may occur."
dog-073,Dogs,Vizsla,"Spain and Southern Europe, developed for hunting, guarding, or companionship.","Friendly and adaptable, often affectionate with family. Usually thrives with regular exercise, training, and social interaction.",Medium double coat; brush 2-3 times weekly and increase grooming during seasonal shedding.,"Large: about 30-50 kg (66-110 lb), depending on sex and build.","Strong companionship qualities, loyalty, and versatility across family, sporting, or working roles.","Breed-associated orthopedic problems, allergies, ear disease, and obesity can be concerns; routine veterinary screening is important."
dog-074,Dogs,Weimaraner,"Central Asia and Eastern Europe, developed for livestock guarding, hunting, or endurance work.","Confident and energetic, with a natural instinct for work or activity. Needs mental stimulation and structured daily exercise.","Long or feathered coat; frequent brushing, often several times per week, helps prevent mats and tangles.","Giant: often 45-70+ kg (99-154+ lb), depending on sex and individual build.","Endurance, intelligence, and eagerness to engage with people; often responds well to structured activities.","Heart disease, eye disorders, joint problems, and gastric dilatation-volvulus may be relevant depending on breed and size."
dog-075,Dogs,Whippet,"Japan, developed as a companion and/or hunting breed with regional working traditions.","Gentle and people-oriented, often forming close bonds with caregivers. Can be sensitive and responds well to reward-based training.",Wire or textured coat; regular brushing and periodic professional grooming or hand-stripping may be needed.,"Small: about 3-10 kg (7-22 lb), depending on sex and build.","Distinctive working instincts and strong human bond, with potential for therapy, sport, or specialized roles.","Skin disease, orthopedic issues, and hereditary eye conditions can occur; responsible breeding and regular veterinary care help reduce risk."
dog-076,Dogs,Wire Fox Terrier,"United States, developed for companionship, sport, or practical working roles.","Independent yet devoted, with a distinctive personality. Early socialization and clear boundaries help support good behavior.",Curly or wool-like coat; routine brushing and scheduled trimming help maintain coat condition.,"Small-to-medium: about 7-15 kg (15-33 lb), depending on sex and build.","Compact or adaptable size with a lively personality, making it suitable for many home environments when exercise needs are met.","Patellar luxation, dental disease, obesity, and age-related joint problems may occur depending on size and conformation."
cat-022,Cats,American Bobtail,"United States, developed through selective breeding from domestic cats and regional pedigrees.","Affectionate, curious, and socially engaged, often enjoying interactive play and close contact with people.","Short coat; weekly brushing is generally sufficient, with extra grooming during seasonal shedding.","Small: about 2-4 kg (4.5-9 lb), depending on sex and frame.","Adaptability, companionship, and strong interactive play drive; often suitable for enriched indoor living.","Hypertrophic cardiomyopathy, dental disease, obesity, and breed-associated inherited disorders may occur."
cat-023,Cats,American Curl,"United Kingdom, developed from established domestic cat populations and formal breed programs.","Independent but friendly, with a balanced temperament that can suit households seeking a companion with moderate activity needs.",Medium-length coat; brush several times per week to reduce loose hair and prevent tangles.,"Medium: about 3-5 kg (6.5-11 lb), depending on sex and build.","Distinctive appearance, affectionate companionship, and generally good adaptability to family life.","Polycystic kidney disease, heart disease, dental problems, and obesity can be concerns in some lines."
cat-024,Cats,Balinese,"France and Western Europe, developed through regional cat populations and modern selective breeding.","Active, intelligent, and playful, often benefiting from climbing areas, puzzle toys, and daily interaction.","Long coat; frequent brushing is needed to minimize mats and hairballs, with attention to sensitive areas.","Medium-large: about 4-7 kg (9-15 lb), depending on sex and build.","High intelligence and curiosity, supporting interactive play, clicker training, and environmental enrichment.","Respiratory, eye, skin, or joint issues may occur depending on conformation; routine veterinary care is important."
