id,category,breed_name,origin,temperament,coat_care,ideal_weight_guide,key_strengths,potential_health_risks
bird-013,Birds,Zebra Finch,中央オーストラリアとインドネシアの一部。,社交的で活動的で、ペアまたは小さな群れで飼うのが最適です。通常は手飼いではありません。,羽毛のケア: 週に数回、浅いお風呂に入る。最小限の直接処理が必要です。,10～15g（0.35～0.5オンス）。,少ないスペース要件、最小限の騒音、容易な繁殖と群れの行動、低コストの飼育。,気嚢ダニ、鱗片脚ダニ、雌の結卵、種子の多い食事による肥満。
bird-014,Birds,Domestic Pigeon,野生のカワラバトの子孫で、数千年前に地中海から中東にかけて家畜化されました。,穏やかで従順で、ホーミングやショーの目的で非常に訓練しやすい。,羽毛のケア: 浅いお風呂の水に定期的にアクセスします。修繕はほとんどが自己管理です。,300～500g（10.5～17.6オンス）。,強い帰巣本能、丈夫でメンテナンスの手間がかからず、長年にわたるしつけのしやすさ。,かいよう病（トリコモナス症）、パラミクソウイルス、外部寄生虫（シラミ/ダニ）、呼吸器感染症。
bird-015,Birds,Pacific Parrotlet,エクアドル西部とペルー。,小さいサイズにもかかわらず、大胆で元気いっぱい。縄張り意識が強いですが、飼い主との絆は強いです。,フェザーケア: 毎日軽い霧吹き、浅めのバスディッシュへのアクセス。,28～34g（1～1.2オンス）。,小さな居住スペースに適したコンパクトなサイズ、大きなオウムのような性格、一対一の強い絆。,羽毛摘み、肥満、メスの結卵、呼吸器感染症。
bird-016,Birds,Black-headed Caique,ブラジル、ペルー、コロンビア、エクアドルのアマゾン盆地。,非常に遊び心があり、エネルギーが高く、道化師のようです。十分な肉体的および精神的な刺激が必要です。,フェザーケア: 頻繁に霧吹きやシャワーを浴びて、活動レベルと皮膚の健康をサポートします。,150～170g（5.3～6オンス）。,非常に面白いアクロバティックな動作、強い絆、独特の遊び心のある性格。,刺激不足による羽むしり、肥満、前室拡張症。
bird-017,Birds,Hyacinth Macaw,南米中東部、主にブラジル。,大きな体にもかかわらず優しくて愛情深い。コンゴウインコの中でも「優しい巨人」と言われています。,羽のケア: 毎日の霧吹き/シャワー。チュアブルエンリッチメントによる強力なくちばしのコンディショニングが必要です。,1200～1700g（42～60オンス）。,飛ぶオウムの中で最大の種、その大きさの割に穏やかな気質、強い人間の絆、印象的なコバルト色の羽。,前室拡張症、ビタミン/ミネラル欠乏症（特にカルシウム）、肥満、くちばしの不正咬合。
bird-018,Birds,Green-cheeked Conure,ボリビア、パラグアイ、アルゼンチンなどの南米。,愛情深く、遊び好きで、他のコニュア種よりも一般的に静かです。,羽毛のケア: 毎日軽い霧吹き、浅いお風呂へのアクセス。,60～80g（2.1～2.8オンス）。,他のオウムに比べて鳴き声が静かで、体がコンパクトで、一対一の絆が強い。,羽むしり、オウム病、くちばしの不正咬合、種子の多い食事による肥満。
rabbit-007,Rabbits,Mini Rex,米国で、1980 年代に標準的なレックスウサギから小型サイズ向けに開発されました。,穏やかでフレンドリーで扱いやすい。ペットやショーの品種として人気があります。,短くて密なベルベットのような被毛。毎週の優しいブラッシング。,1.4 ～ 2 kg (3 ～ 4.5 ポンド)。,ぬいぐるみで覆われたコンパクトなコンパニオン、穏やかな気質、屋内飼育に扱いやすいサイズ。,飛節の痛み、歯の不正咬合、胃腸のうっ滞、耳ダニ。
rabbit-008,Rabbits,Dutch Rabbit,オランダ (名前にもかかわらず、オランダから輸入されたものをイギリスで開発および標準化したものです)。,人懐っこく、穏やかで、最も穏やかな性格のウサギの品種の一つです。,ショート丈のフライバックコート。週に一度のブラッシング、換毛期には週に2回。,1.6 ～ 2.5 kg (3.5 ～ 5.5 ポンド)。,特徴的な縞模様のコート、穏やかな気質、子供に適した適度なサイズ。,未避妊女性における歯の不正咬合、胃腸うっ滞、肥満、子宮がん。
rabbit-009,Rabbits,Californian Rabbit,米国 (カリフォルニア州)、1920 年代に肉と毛皮の生産のために発展しました。,従順で穏やかなので、基本的に扱いやすいです。,短くて密な被毛。毎週のブラッシング。,3.6 ～ 4.75 kg (8 ～ 10.5 ポンド)。,穏やかなハンドリング耐性、頑丈な構造、コンパニオンとショーの両方の目的に適しています。,飛節の痛み、肥満、歯の不正咬合、胃腸のうっ滞。
rabbit-010,Rabbits,American Rabbit,20 世紀初頭に発展した米国は、歴史的に毛皮と肉を目的として飼育されてきました。,穏やかで穏やかな性格で、物静かでのんびりした性格の傾向があります。,短くて密な被毛。毎週のブラッシング。,4～4.5kg（9～10ポンド）。,穏やかな気質、丈夫な体質、独特のしっかりとした青または白の毛皮。,飛節の痛み、胃腸のうっ滞、歯の不正咬合、肥満。
rabbit-011,Rabbits,Himalayan Rabbit,不確実だが、おそらくアジア。認識されている最も古いウサギの品種の1つ。,優しく、物静かで、従順です。最も穏やかな犬種の一つと考えられています。,短くて上質な被毛。毎週のブラッシング。,1.1 ～ 2 kg (2.5 ～ 4.5 ポンド)。,非常に従順で扱いやすく、特徴的なカラーポイントのマーキングがあり、扱いやすい小さなサイズです。,歯の不正咬合、胃腸のうっ滞、飛節の痛み、熱過敏症。
rabbit-012,Rabbits,Harlequin Rabbit,19 世紀後半のフランス。独特のブリンドル/パッチワーク コートのカラーリングで知られています。,一部の穏やかな品種と比較して、活動的で好奇心旺盛で社交的です。,短くて密な被毛。毎週のブラッシング。,3～4kg (6.5～9ポンド)。,印象的なマルチカラーのパターン、エネルギッシュで魅力的な個性、適度なサイズ。,胃腸のうっ滞、歯の不正咬合、飛節の痛み、肥満。
rabbit-013,Rabbits,Silver Fox Rabbit,米国 (オハイオ州) は 20 世紀初頭に発展し、歴史的に毛皮のために飼育されてきました。,従順で穏やかで、他の種類のウサギよりも抱っこされるのが好きなことで知られています。,シルバー効果のある緻密な立ち毛。毎週、換毛期にはもっとブラシをかけてください。,4.5 ～ 5.5 kg (10 ～ 12 ポンド)。,珍しい直立した毛皮の質感、穏やかで扱いやすい気質、交友に適したサイズ。,飛節の痛み、胃腸のうっ滞、歯の不正咬合、大きな体格による肥満。
rabbit-014,Rabbits,Britannia Petite,イギリス、最小の家畜ウサギの 1 つであるイングリッシュ シルバー ラビットから発展しました。,精力的で警戒心があり、気まぐれなところもあります。 「際どい」活発な気質を持っていると説明されています。,短くて上質な被毛。毎週のブラッシング。,0.9 ～ 1.1 kg (2 ～ 2.5 ポンド)。,非常に小さいサイズ、低飼料、活発でエネルギッシュな性格。,歯の不正咬合、胃腸のうっ滞、心臓の問題、体が小さいことによる脆弱性。
other-007,Others,Chinchilla,南米のアンデス山脈（チリ、ペルー、ボリビア、アルゼンチン）。,好奇心が強く、活動的で、大きな音に対しては臆病です。主に夜行性。,非常に密度の高い毛皮のため、マット化を防ぎ皮膚の健康を維持するには、定期的なダストバス（水ではなく）が必要です。,0.4 ～ 0.8 kg (14 ～ 28 オンス)。,非常に柔らかい高密度の被毛、長寿命 (10 ～ 20 年)、臭いの少ない糞、夜間の活動を促進します。,歯の不正咬合、胃腸のうっ滞、毛皮リング（男性の場合は陰茎の毛皮の閉じ込め）、熱中症。
other-008,Others,Fancy Rat,野生のドブネズミから家畜化され、19世紀のイギリスから組織的な繁殖が始まりました。,知的で社交的で愛情深い。他のネズミと共生して繁栄します。,被毛は短く、手入れは最小限で済みます。ネズミは頻繁に毛づくろいをします。,男性: 450-650 g (16-23 オンス)。女性: 250-350 g (9-12 オンス)。,高い知能と訓練可能性、強い人間関係、低いスペースとコストの要件。,乳腺腫瘍（特に避妊していない女性）、呼吸器感染症（マイコプラズマ）、肥満。
other-009,Others,Gerbil,モンゴルと中国北部の乾燥地帯。,好奇心旺盛で、活動的で、社交的です。同性ペアまたは小さなグループで飼うのが最善です。,ショートコートなので手入れは最小限で済みます。セルフグルーミング用の砂風呂を提供します。,60～130g（2～4.5オンス）。,砂漠に適応して水の必要性が低いため臭気が少なく、活発な穴掘り行動があり、低コストで簡単に世話ができます。,てんかん発作（一部の行ではストレスによって引き起こされる）、尾の手袋をはがす損傷、歯の過剰成長、肥満。
other-010,Others,Degu,チリ中部、マトルラルの低木地帯と山岳地帯に自生。,非常に社交的で、昼行性で、声が大きい。集合住宅と大規模な設備が必要です。,短くて密な被毛。被毛の健康を維持するには、チンチラと同様に定期的な砂浴びが必要です。,170～300g（6～10.5オンス）。,人間の活動に合わせた日内スケジュール、強力な社会的知性、魅力的な音声コミュニケーション。,糖尿病（糖分に非常に敏感）、歯の不正咬合、白内障、尾の手袋を外した傷害。
other-011,Others,Sugar Glider,オーストラリア、インドネシア、パプアニューギニアのユーカリ林に自生。,社交的で夜行性で、飼い主との絆が深い。孤独にされると苦痛を感じやすくなります。,毛皮は柔らかいため、手入れは最小限で済みます。セルフグルーミングは典型的であり、時折穏やかなブラッシングを行います。,100～160g（3.5～5.6オンス）。,独特の滑走能力、強い社会的絆（飼い主との袋運び行動）、長寿命（10～15年）。,カルシウムの少ない食事による代謝性骨疾患、ストレスに関連した自傷行為、肥満、歯科疾患。
other-012,Others,Red-Eared Slider Turtle,米国南東部、特にミシシッピ川流域。,警戒心が強く、食べ物に動機付けられます。基本的に単独行動ですが、世話人を認識することができます。,甲羅/スキンケア: 甲羅の腐敗を防ぎ、甲羅の健全な脱皮をサポートするために、適切な UVB 照明と日光浴エリアが必要です。,大人の場合 0.5 ～ 1.1 kg (1 ～ 2.5 ポンド)、殻の大きさによって異なります。,寿命が長く (20 ～ 30 年以上)、水中での行動が活発で、毎日の交流の必要性が比較的低い。,殻腐れ、代謝性骨疾患、呼吸器感染症、ビタミンA欠乏症。
other-013,Others,Russian Tortoise,カザフスタン、ウズベキスタン、アフガニスタンの地域を含む中央アジア。,好奇心旺盛で、リクガメとしては活発で、一般的に優しい扱いに耐えます。,殻のケア：UVB照明、穴掘り用の適切な基質、健康な年輪のための定期的な殻検査が必要です。,大人の場合0.4〜0.9kg（14〜32オンス）。,他のリクガメに比べてコンパクトなサイズ、長寿命（40～50年以上）、丈夫で活発な気質。,代謝性骨疾患、呼吸器感染症、不適切な食事/UVBによる貝殻ピラミッド形成、寄生虫。
other-014,Others,Ball Python,西アフリカと中央アフリカ、草原と開けた森林に自生。,おとなしく内気で、攻撃的というよりは防御的にボールに丸まってしまうことが多い。,スキンケア: 清潔な小屋には適切な湿度が必要です。脱皮期には湿気の多い皮を提供します。,大人の場合 1.5 ～ 2.3 kg (3.3 ～ 5 ポンド)。,穏やかな気質、メンテナンスの手間がかからない、扱いやすいサイズ、長寿命 (20 ～ 30 年)、最小限の騒音/臭気。,呼吸器感染症、抜け殻の滞留、ダニ、過度の湿気/湿った基材による鱗の腐敗。
other-015,Others,Corn Snake,米国南東部、野原、森林、放棄された建造物に自生。,従順で好奇心旺盛で扱いやすいため、初心者向けのヘビとして人気があります。,スキンケア: 適度な湿度できれいに脱皮します。脱皮サイクル中に湿気の多い皮を提供します。,大人の場合は 450 ～ 900 g (1 ～ 2 ポンド)。,おおらかな気質、扱いやすい体格、丈夫な体質、幅広い色の形態。,呼吸器感染症、抜け毛の残存（特に眼球と尾端）、ダニ、口腐れ（感染性口内炎）。
other-016,Others,Veiled Chameleon,イエメンとサウジアラビア、アラビア半島の山岳地帯の湿気の多い地域に自生。,孤独で縄張り意識がある。触ることを嫌い、「見ても触らない」ペットとして最適です。,スキンケア: 健康的な脱皮をサポートするには、高湿度、ミスト/ドリッパー システム、強力な UVB 照明が必要です。,大人の場合は 100 ～ 200 g (3.5 ～ 7 オンス)。,印象的な色の変化するディスプレイ、低いインタラクション/取り扱い要件、視覚的に魅力的な囲い動物。,代謝性骨疾患、呼吸器感染症、脱水症、メスの結卵。
other-017,Others,Axolotl,メキシコのソチミルコ湖。一生水中に生息する新生サンショウウオ。,孤独で座りがちで、交流が少ない。扱うよりも観察するのが最善です。,皮膚/えらのケア: 敏感な外えらと粘液層を損傷しないように、清潔で冷たく、よくろ過された水と穏やかな取り扱いが必要です。,大人の場合60〜110g（2〜4オンス）。,独特の再生能力、低騒音の水生飼育、視覚的に特徴的な外鰓、長寿命（10～15年）。,細菌および真菌による皮膚感染症、劣悪な水質によるアンモニア中毒、基質摂取による宿便。
other-018,Others,Betta Fish (Siamese Fighting Fish),タイ、カンボジア、ベトナムに生息し、浅い水田と流れの緩やかな水域に生息します。,単独行動と縄張り意識があり、特にオスは一緒に暮らすことができない。,フィン/スケールのケア: 流れるフィンを損傷やフィンの腐敗から保護するために、清潔で安定した温水条件と穏やかな取り扱いが必要です。,大人の場合は 2 ～ 3 g (0.07 ～ 0.1 オンス)。,鮮やかな色とフィナージュ、省スペース、安定した水質条件下での耐久性。,ひれの腐敗、ich（寄生虫感染）、浮袋障害、水腫（細菌感染）。
other-019,Others,Goldfish,"中国では、1,000 年以上前に野生のプロイセンのコイから家畜化されました。",同族間では社交的で活発。グループで飼うことで利益を得ることができます。,鱗/粘液コートのケア: 魚の保護粘液コートを保護するために、きれいで、よく濾過された、適切な量の水を必要とします。,品種によって大きく異なりますが、十分なスペースがある場合、成人の場合は通常 100 ～ 500 g (3.5 ～ 17.6 オンス) です。,寿命が長く (適切な手入れをすれば 10 ～ 20 年以上)、冷たい水でも丈夫で、観賞用の形も多種多様です。,浮き袋障害、病気、ヒレの腐敗、小型水槽によるアンモニア/亜硝酸塩中毒。
other-020,Others,Hermit Crab,カリブ海やインド太平洋などの熱帯沿岸地域。,同族間では社交的で、一般的に従順で、ほとんどが夜行性です。,外骨格のケア: 脱皮のための湿度管理と、適切なサイズの交換用シェルへのアクセスが必要です。,種や殻の大きさによって異なります。成熟度に応じて、通常は数グラムから 100 g 未満です。,毎日のやり取りの必要性が低く、よく世話をすれば寿命が長く（10～20年を超える場合もあります）、殻を変える行動をとります。,低湿度、甲羅関連のストレス、細菌感染、脱水による脱皮合併症。
other-021,Others,Chilean Rose Tarantula,チリとアルゼンチン、乾燥した低木地帯と砂漠地帯に自生。,タランチュラとしては従順で動きは遅いですが、驚かされると防御的になる可能性があります。,外骨格/ヘアケア: 直接的なケアは最小限に抑えます。脱皮をサポートするために適切な湿度と基質を提供します。,大人の場合は 15 ～ 30 g (0.5 ～ 1 オンス)。,毎日のメンテナンスは少なく、メスの寿命は長く（15～20年以上）、他のタランチュラ種に比べて穏やかな気質です。,脱水症状、過度に湿気の多い環境でのカビ/ダニの問題、脱皮合併症、ストレスによる毛蹴り（防御行動）。
dog-027,Dogs,Akita,日本では、地域の労働伝統とともに伴侶犬種および/または狩猟犬種として開発されました。,注意深く、忠実で、知的で、強い労働倫理を持っています。早期の社会化と一貫した前向きなトレーニングの恩恵を受けます。,ショートコート。通常は毎週のブラッシングで十分ですが、換毛​​期にはより頻繁にグルーミングを行ってください。,S: 性別と体格に応じて、約 3 ～ 10 kg (7 ～ 22 ポンド)。,訓練可能性、適応性、および活動的な世帯への適合性。多くの場合、服従、スポーツ、実務に優れています。,股関節および肘の形成異常、肥満、歯科疾患、品種に関連した目や心臓の病気が発生する可能性があります。
dog-028,Dogs,Alaskan Malamute,米国、交友関係、スポーツ、または実際の仕事の役割のために開発されました。,フレンドリーで順応性があり、家族に対して愛情深いことがよくあります。通常、定期的な運動、トレーニング、社会的交流によって成長します。,ミディアムダブルコート。週に2〜3回ブラッシングをし、季節の抜け毛の時期にはグルーミングを増やしてください。,小型から中型: 性別と体格に応じて、約 7 ～ 15 kg (15 ～ 33 ポンド)。,強い仲間意識、忠誠心、家族、スポーツ、仕事上の役割を越えた多才さ。,品種に関連した整形外科的問題、アレルギー、耳の病気、肥満が懸念される場合があります。定期的な獣医師のスクリーニングは重要です。
dog-029,Dogs,American Staffordshire Terrier,伝統的な狩猟、牧畜、または伴侶犬の繁殖を通じて発展した英国。,自信があり精力的で、仕事や活動に対する自然な本能を備えています。精神的な刺激と体系的な毎日の運動が必要です。,ロングコートまたはフェザーコート。週に数回、頻繁にブラッシングを行うと、マットやもつれを防ぐことができます。,中型: 性別と体格によって異なりますが、約 15 ～ 25 kg (33 ～ 55 ポンド)。,忍耐力、知性、そして人々と関わりたいという熱意。多くの場合、構造化された活動によく反応します。,犬種や大きさによっては、心臓病、目の病気、関節の問題、胃拡張捻転などが関係する場合があります。
dog-030,Dogs,Australian Cattle Dog,ドイツと中央ヨーロッパで、作業、警備、またはスポーツの目的で開発されました。,優しく人間志向で、介護者と緊密な絆を築くことが多い。感受性が豊かで、報酬ベースのトレーニングによく反応します。,ワイヤーまたはテクスチャードコート。定期的なブラッシングと、定期的な専門家によるグルーミングやハンドストリッピングが必要な場合があります。,中型から大型まで: 性別と体格に応じて約 20 ～ 35 kg (44 ～ 77 ポンド)。,独特の労働本能と強い人間関係を持ち、セラピー、スポーツ、または専門的な役割を果たす可能性があります。,皮膚疾患、整形外科的問題、遺伝性の目の病気が発生する可能性があります。責任ある飼育と定期的な獣医師のケアはリスクの軽減に役立ちます。
dog-031,Dogs,Basenji,フランスと西ヨーロッパは、地域の狩猟、農場、または伴侶犬の伝統を通じて発展しました。,独立心がありながらも献身的で、独特の個性を持っています。早期の社会化と明確な境界線は、良い行動をサポートするのに役立ちます。,カーリーまたはウールのような被毛。定期的なブラッシングと計画的なトリミングは、被毛の状態を維持するのに役立ちます。,大：性別と体格によって異なりますが、約 30 ～ 50 kg (66 ～ 110 ポンド)。,活発な個性を備えたコンパクトまたは適応可能なサイズで、運動のニーズが満たされるさまざまな家庭環境に適しています。,サイズや形態によっては、膝蓋骨脱臼、歯科疾患、肥満、加齢に伴う関節の問題が発生する可能性があります。
dog-032,Dogs,Basset Hound,スカンジナビア。寒冷地、狩猟、牧畜、農作業のために開発されました。,注意深く、忠実で、知的で、強い労働倫理を持っています。早期の社会化と一貫した前向きなトレーニングの恩恵を受けます。,ショートコート。通常は毎週のブラッシングで十分ですが、換毛​​期にはより頻繁にグルーミングを行ってください。,巨人: 性別や個人の体格にもよりますが、多くの場合 45 ～ 70 kg (99 ～ 154 + ポンド) です。,訓練可能性、適応性、および活動的な世帯への適合性。多くの場合、服従、スポーツ、実務に優れています。,股関節および肘の形成異常、肥満、歯科疾患、品種に関連した目や心臓の病気が発生する可能性があります。
dog-033,Dogs,Belgian Malinois,スペインと南ヨーロッパで、狩猟、警備、または交友のために発達しました。,フレンドリーで順応性があり、家族に対して愛情深いことがよくあります。通常、定期的な運動、トレーニング、社会的交流によって成長します。,ミディアムダブルコート。週に2〜3回ブラッシングをし、季節の抜け毛の時期にはグルーミングを増やしてください。,S: 性別と体格に応じて、約 3 ～ 10 kg (7 ～ 22 ポンド)。,強い仲間意識、忠誠心、家族、スポーツ、仕事上の役割を越えた多才さ。,品種に関連した整形外科的問題、アレルギー、耳の病気、肥満が懸念される場合があります。定期的な獣医師のスクリーニングは重要です。
dog-034,Dogs,Belgian Tervuren,中央アジアと東ヨーロッパで、家畜の番、狩猟、または持久力のある仕事のために発達しました。,自信があり精力的で、仕事や活動に対する自然な本能を備えています。精神的な刺激と体系的な毎日の運動が必要です。,ロングコートまたはフェザーコート。週に数回、頻繁にブラッシングを行うと、マットやもつれを防ぐことができます。,小型から中型: 性別と体格に応じて、約 7 ～ 15 kg (15 ～ 33 ポンド)。,忍耐力、知性、そして人々と関わりたいという熱意。多くの場合、構造化された活動によく反応します。,犬種や大きさによっては、心臓病、目の病気、関節の問題、胃拡張捻転などが関係する場合があります。
dog-035,Dogs,Bloodhound,日本では、地域の労働伝統とともに伴侶犬種および/または狩猟犬種として開発されました。,優しく人間志向で、介護者と緊密な絆を築くことが多い。感受性が豊かで、報酬ベースのトレーニングによく反応します。,ワイヤーまたはテクスチャードコート。定期的なブラッシングと、定期的な専門家によるグルーミングやハンドストリッピングが必要な場合があります。,中型: 性別と体格によって異なりますが、約 15 ～ 25 kg (33 ～ 55 ポンド)。,独特の労働本能と強い人間関係を持ち、セラピー、スポーツ、または専門的な役割を果たす可能性があります。,皮膚疾患、整形外科的問題、遺伝性の目の病気が発生する可能性があります。責任ある飼育と定期的な獣医師のケアはリスクの軽減に役立ちます。
dog-036,Dogs,Borzoi,米国、交友関係、スポーツ、または実際の仕事の役割のために開発されました。,独立心がありながらも献身的で、独特の個性を持っています。早期の社会化と明確な境界線は、良い行動をサポートするのに役立ちます。,カーリーまたはウールのような被毛。定期的なブラッシングと計画的なトリミングは、被毛の状態を維持するのに役立ちます。,中型から大型まで: 性別と体格に応じて約 20 ～ 35 kg (44 ～ 77 ポンド)。,活発な個性を備えたコンパクトまたは適応可能なサイズで、運動のニーズが満たされるさまざまな家庭環境に適しています。,サイズや形態によっては、膝蓋骨脱臼、歯科疾患、肥満、加齢に伴う関節の問題が発生する可能性があります。
dog-037,Dogs,Boston Terrier,伝統的な狩猟、牧畜、または伴侶犬の繁殖を通じて発展した英国。,注意深く、忠実で、知的で、強い労働倫理を持っています。早期の社会化と一貫した前向きなトレーニングの恩恵を受けます。,ショートコート。通常は毎週のブラッシングで十分ですが、換毛​​期にはより頻繁にグルーミングを行ってください。,大：性別と体格によって異なりますが、約 30 ～ 50 kg (66 ～ 110 ポンド)。,訓練可能性、適応性、および活動的な世帯への適合性。多くの場合、服従、スポーツ、実務に優れています。,股関節および肘の形成異常、肥満、歯科疾患、品種に関連した目や心臓の病気が発生する可能性があります。
dog-038,Dogs,Briard,ドイツと中央ヨーロッパで、作業、警備、またはスポーツの目的で開発されました。,フレンドリーで順応性があり、家族に対して愛情深いことがよくあります。通常、定期的な運動、トレーニング、社会的交流によって成長します。,ミディアムダブルコート。週に2〜3回ブラッシングをし、季節の抜け毛の時期にはグルーミングを増やしてください。,巨人: 性別や個人の体格にもよりますが、多くの場合 45 ～ 70 kg (99 ～ 154 + ポンド) です。,強い仲間意識、忠誠心、家族、スポーツ、仕事上の役割を越えた多才さ。,品種に関連した整形外科的問題、アレルギー、耳の病気、肥満が懸念される場合があります。定期的な獣医師のスクリーニングは重要です。
dog-039,Dogs,Brussels Griffon,フランスと西ヨーロッパは、地域の狩猟、農場、または伴侶犬の伝統を通じて発展しました。,自信があり精力的で、仕事や活動に対する自然な本能を備えています。精神的な刺激と体系的な毎日の運動が必要です。,ロングコートまたはフェザーコート。週に数回、頻繁にブラッシングを行うと、マットやもつれを防ぐことができます。,S: 性別と体格に応じて、約 3 ～ 10 kg (7 ～ 22 ポンド)。,忍耐力、知性、そして人々と関わりたいという熱意。多くの場合、構造化された活動によく反応します。,犬種や大きさによっては、心臓病、目の病気、関節の問題、胃拡張捻転などが関係する場合があります。
dog-040,Dogs,Bullmastiff,スカンジナビア。寒冷地、狩猟、牧畜、農作業のために開発されました。,優しく人間志向で、介護者と緊密な絆を築くことが多い。感受性が豊かで、報酬ベースのトレーニングによく反応します。,ワイヤーまたはテクスチャードコート。定期的なブラッシングと、定期的な専門家によるグルーミングやハンドストリッピングが必要な場合があります。,小型から中型: 性別と体格に応じて、約 7 ～ 15 kg (15 ～ 33 ポンド)。,独特の労働本能と強い人間関係を持ち、セラピー、スポーツ、または専門的な役割を果たす可能性があります。,皮膚疾患、整形外科的問題、遺伝性の目の病気が発生する可能性があります。責任ある飼育と定期的な獣医師のケアはリスクの軽減に役立ちます。
dog-041,Dogs,Cane Corso,スペインと南ヨーロッパで、狩猟、警備、または交友のために発達しました。,独立心がありながらも献身的で、独特の個性を持っています。早期の社会化と明確な境界線は、良い行動をサポートするのに役立ちます。,カーリーまたはウールのような被毛。定期的なブラッシングと計画的なトリミングは、被毛の状態を維持するのに役立ちます。,中型: 性別と体格によって異なりますが、約 15 ～ 25 kg (33 ～ 55 ポンド)。,活発な個性を備えたコンパクトまたは適応可能なサイズで、運動のニーズが満たされるさまざまな家庭環境に適しています。,サイズや形態によっては、膝蓋骨脱臼、歯科疾患、肥満、加齢に伴う関節の問題が発生する可能性があります。
dog-042,Dogs,Chinese Crested,中央アジアと東ヨーロッパで、家畜の番、狩猟、または持久力のある仕事のために発達しました。,注意深く、忠実で、知的で、強い労働倫理を持っています。早期の社会化と一貫した前向きなトレーニングの恩恵を受けます。,ショートコート。通常は毎週のブラッシングで十分ですが、換毛​​期にはより頻繁にグルーミングを行ってください。,中型から大型まで: 性別と体格に応じて約 20 ～ 35 kg (44 ～ 77 ポンド)。,訓練可能性、適応性、および活動的な世帯への適合性。多くの場合、服従、スポーツ、実務に優れています。,股関節および肘の形成異常、肥満、歯科疾患、品種に関連した目や心臓の病気が発生する可能性があります。
dog-043,Dogs,Chow Chow,日本では、地域の労働伝統とともに伴侶犬種および/または狩猟犬種として開発されました。,フレンドリーで順応性があり、家族に対して愛情深いことがよくあります。通常、定期的な運動、トレーニング、社会的交流によって成長します。,ミディアムダブルコート。週に2〜3回ブラッシングをし、季節の抜け毛の時期にはグルーミングを増やしてください。,大：性別と体格によって異なりますが、約 30 ～ 50 kg (66 ～ 110 ポンド)。,強い仲間意識、忠誠心、家族、スポーツ、仕事上の役割を越えた多才さ。,品種に関連した整形外科的問題、アレルギー、耳の病気、肥満が懸念される場合があります。定期的な獣医師のスクリーニングは重要です。
dog-044,Dogs,Collie,米国、交友関係、スポーツ、または実際の仕事の役割のために開発されました。,自信があり精力的で、仕事や活動に対する自然な本能を備えています。精神的な刺激と体系的な毎日の運動が必要です。,ロングコートまたはフェザーコート。週に数回、頻繁にブラッシングを行うと、マットやもつれを防ぐことができます。,巨人: 性別や個人の体格にもよりますが、多くの場合 45 ～ 70 kg (99 ～ 154 + ポンド) です。,忍耐力、知性、そして人々と関わりたいという熱意。多くの場合、構造化された活動によく反応します。,犬種や大きさによっては、心臓病、目の病気、関節の問題、胃拡張捻転などが関係する場合があります。
dog-045,Dogs,Coton de Tulear,伝統的な狩猟、牧畜、または伴侶犬の繁殖を通じて発展した英国。,優しく人間志向で、介護者と緊密な絆を築くことが多い。感受性が豊かで、報酬ベースのトレーニングによく反応します。,ワイヤーまたはテクスチャードコート。定期的なブラッシングと、定期的な専門家によるグルーミングやハンドストリッピングが必要な場合があります。,S: 性別と体格に応じて、約 3 ～ 10 kg (7 ～ 22 ポンド)。,独特の労働本能と強い人間関係を持ち、セラピー、スポーツ、または専門的な役割を果たす可能性があります。,皮膚疾患、整形外科的問題、遺伝性の目の病気が発生する可能性があります。責任ある飼育と定期的な獣医師のケアはリスクの軽減に役立ちます。
dog-046,Dogs,Curly-Coated Retriever,ドイツと中央ヨーロッパで、作業、警備、またはスポーツの目的で開発されました。,独立心がありながらも献身的で、独特の個性を持っています。早期の社会化と明確な境界線は、良い行動をサポートするのに役立ちます。,カーリーまたはウールのような被毛。定期的なブラッシングと計画的なトリミングは、被毛の状態を維持するのに役立ちます。,小型から中型: 性別と体格に応じて、約 7 ～ 15 kg (15 ～ 33 ポンド)。,活発な個性を備えたコンパクトまたは適応可能なサイズで、運動のニーズが満たされるさまざまな家庭環境に適しています。,サイズや形態によっては、膝蓋骨脱臼、歯科疾患、肥満、加齢に伴う関節の問題が発生する可能性があります。
dog-047,Dogs,English Springer Spaniel,フランスと西ヨーロッパは、地域の狩猟、農場、または伴侶犬の伝統を通じて発展しました。,注意深く、忠実で、知的で、強い労働倫理を持っています。早期の社会化と一貫した前向きなトレーニングの恩恵を受けます。,ショートコート。通常は毎週のブラッシングで十分ですが、換毛​​期にはより頻繁にグルーミングを行ってください。,中型: 性別と体格によって異なりますが、約 15 ～ 25 kg (33 ～ 55 ポンド)。,訓練可能性、適応性、および活動的な世帯への適合性。多くの場合、服従、スポーツ、実務に優れています。,股関節および肘の形成異常、肥満、歯科疾患、品種に関連した目や心臓の病気が発生する可能性があります。
